Período;TimeKey;RegiaoID;InstituicaoID;Atendimentos_Vermelha;Atendimentos_Laranja;Atendimentos_Amarela;Atendimentos_Verde;Atendimentos_Azul;Atendimentos_Branca;Atendimentos_SemTriagem;TotalAtendimentos;Médicos;MedicosInternos;Enfermeiros;Despesa;NumDoentes;CustoMedio
2025-09;20250901;1;40;230;4542;23660;18596;755;1;194;47784;253;88;492;0.0;0;0.0
2025-09;20250901;3;44;526;18860;52414;83014;2639;3198;2872;160651;743;357;1585;0.0;0;0.0
2025-09;20250901;1;55;484;9725;57260;21005;1656;1851;12663;91981;1149;614;2197;0.0;0;0.0
2025-09;20250901;1;58;411;15013;105214;42753;892;5102;9;169385;590;275;1627;0.0;0;0.0
2025-09;20250901;3;74;362;13137;56498;32772;1362;1410;3433;105541;254;99;886;0.0;0;0.0
2025-09;20250901;1;75;737;21046;73001;29612;897;12044;23566;137337;704;265;1464;0.0;0;0.0
2025-09;20250901;3;36;319;10192;43141;27343;1191;3239;4608;85425;386;180;1059;0.0;0;0.0
2025-09;20250901;2;37;85;3680;32405;12598;172;1822;92;50762;170;105;608;0.0;0;0.0
2025-09;20250901;2;41;459;16364;77666;17587;1718;6074;281;119868;555;240;1168;0.0;0;0.0
2025-09;20250901;2;42;687;12002;66060;27042;1251;3928;552;110970;509;199;1376;0.0;0;0.0
2025-09;20250901;1;45;90;3704;19990;20129;872;480;13;45265;196;72;432;0.0;0;0.0
2025-09;20250901;1;46;701;12663;73364;54495;771;6066;871;148060;862;396;1705;0.0;0;0.0
2025-09;20250901;1;50;439;18467;88050;21778;940;187;181;129861;617;272;1185;0.0;0;0.0
2025-09;20250901;1;59;367;10509;83905;27744;1286;2930;827;126741;0;0;0;0.0;0;0.0
2025-09;20250901;4;66;210;8770;44654;28451;1017;868;213;83970;0;0;0;0.0;0;0.0
2025-09;20250901;3;68;220;6620;40033;20118;717;4774;195;72482;284;121;614;0.0;0;0.0
2025-09;20250901;4;69;173;5467;30029;29976;1353;2095;0;69093;0;0;0;0.0;0;0.0
2025-09;20250901;1;70;253;8203;51733;17705;740;1451;12;80085;360;125;756;0.0;0;0.0
2025-09;20250901;1;72;242;6525;53102;11735;590;3117;268;75311;0;0;0;0.0;0;0.0
2025-09;20250901;2;35;105;3561;24545;20244;979;1307;48;50741;146;53;551;0.0;0;0.0
2025-09;20250901;3;43;579;11755;48220;29880;1122;2987;276;94543;647;290;1329;0.0;0;0.0
2025-09;20250901;3;54;712;16678;62483;48983;2314;2013;2442;133183;1112;682;2342;0.0;0;0.0
2025-09;20250901;3;71;445;10226;55025;40587;943;4276;307;111502;271;86;1013;0.0;0;0.0
2025-09;20250901;3;32;290;11824;37850;48180;793;108;0;99045;0;0;0;0.0;0;0.0
2025-09;20250901;3;39;324;11200;42429;16568;855;5220;133;76596;289;82;878;0.0;0;0.0
2025-09;20250901;2;48;1117;26834;104687;42092;1656;5113;1778;181499;1426;753;3790;0.0;0;0.0
2025-09;20250901;3;51;252;7443;40572;37871;2203;2933;6648;91274;957;481;1865;0.0;0;0.0
2025-09;20250901;1;53;199;9583;33843;10854;1579;625;6976;56683;0;0;0;0.0;0;0.0
2025-09;20250901;1;57;886;17481;70487;26923;4826;0;63533;120603;0;0;0;0.0;0;0.0
2025-09;20250901;3;56;677;12372;93779;52806;4245;3148;2126;167027;1471;683;3072;0.0;0;0.0
2025-09;20250901;5;61;821;35432;130771;101019;3970;9021;4161;281034;741;444;2283;0.0;0;0.0
2025-09;20250901;1;64;417;12433;60368;34058;867;1986;45;110129;0;0;0;0.0;0;0.0
2025-09;20250901;3;65;224;7977;48552;39742;1397;3287;694;101179;285;146;858;0.0;0;0.0
2025-08;20250801;3;54;626;14832;55593;43703;2046;1805;2178;118605;1107;693;2298;0.0;0;0.0
2025-08;20250801;1;55;425;8719;50770;18692;1450;1696;11285;81752;1150;622;2199;0.0;0;0.0
2025-08;20250801;3;65;202;7112;43370;35834;1255;2857;598;90630;282;152;848;0.0;0;0.0
2025-08;20250801;4;69;155;4908;26953;26870;1212;1879;0;61977;0;0;0;0.0;0;0.0
2025-08;20250801;3;74;317;11725;50412;29123;1202;1253;2980;94032;256;101;887;0.0;0;0.0
2025-08;20250801;3;32;251;10601;33787;43112;722;100;0;88573;0;0;0;0.0;0;0.0
2025-08;20250801;3;43;514;10407;42599;26565;969;2588;286;83642;646;289;1308;0.0;0;0.0
2025-08;20250801;3;44;461;16551;46464;74504;2348;2842;2819;143170;747;361;1550;0.0;0;0.0
2025-08;20250801;4;60;234;9614;26238;24953;1295;2312;226;64646;335;107;884;0.0;0;0.0
2025-08;20250801;1;63;132;6953;40071;35082;954;7680;484;90872;560;237;1295;0.0;0;0.0
2025-08;20250801;4;66;194;7861;39982;25728;895;778;200;75438;0;0;0;0.0;0;0.0
2025-08;20250801;2;37;78;3354;28913;11280;158;1576;86;45359;170;105;605;0.0;0;0.0
2025-08;20250801;1;40;203;4057;21135;16653;696;1;179;42745;252;88;491;0.0;0;0.0
2025-08;20250801;1;46;626;11308;65515;48665;689;5417;777;132220;854;406;1702;0.0;0;0.0
2025-08;20250801;2;49;406;13164;54527;33671;2952;698;10038;105418;0;0;0;0.0;0;0.0
2025-08;20250801;1;50;397;16451;78671;19762;845;173;156;116299;614;274;1185;0.0;0;0.0
2025-08;20250801;3;52;168;5912;30413;18810;774;144;9711;56221;439;197;651;0.0;0;0.0
2025-08;20250801;1;53;173;8630;30345;9525;1295;585;6168;50553;0;0;0;0.0;0;0.0
2025-08;20250801;5;61;729;31626;116496;89876;3529;8076;3982;250332;741;449;2290;0.0;0;0.0
2025-08;20250801;2;67;112;3642;26029;12615;106;677;108;43181;176;77;384;0.0;0;0.0
2025-08;20250801;3;68;204;5963;36231;18690;674;4487;186;66249;286;121;606;0.0;0;0.0
2025-08;20250801;1;72;223;5861;47620;10560;539;2797;252;67600;0;0;0;0.0;0;0.0
2025-08;20250801;1;75;661;18950;64985;26383;812;10668;21013;122459;697;267;1457;0.0;0;0.0
2025-08;20250801;2;41;417;14508;69263;15901;1529;5365;259;106983;543;245;1167;0.0;0;0.0
2025-08;20250801;2;48;980;24104;93267;37509;1461;4614;1735;161935;1434;758;3784;0.0;0;0.0
2025-08;20250801;3;51;229;6718;36283;33473;1932;2600;5931;81235;958;483;1847;0.0;0;0.0
2025-08;20250801;1;58;364;13467;94069;38467;799;4563;8;151729;581;284;1625;0.0;0;0.0
2025-08;20250801;2;35;90;3198;21891;18352;874;1161;44;45566;146;53;553;0.0;0;0.0
2025-08;20250801;3;36;288;9135;38445;24341;1075;2907;4061;76191;384;180;1049;0.0;0;0.0
2025-08;20250801;2;38;214;6260;35158;22485;1155;1076;86;66348;0;0;0;0.0;0;0.0
2025-08;20250801;3;39;271;10025;37532;14938;764;4616;126;68146;289;82;877;0.0;0;0.0
2025-08;20250801;2;42;616;10780;58878;24050;1090;3402;501;98816;503;200;1360;0.0;0;0.0
2025-08;20250801;1;45;84;3277;17833;17807;747;425;11;40173;193;72;432;0.0;0;0.0
2025-08;20250801;1;57;802;15473;62453;24140;4336;0;56691;107204;0;0;0;0.0;0;0.0
2025-08;20250801;3;56;596;10960;83449;47140;3898;2790;1845;148833;1460;700;3049;0.0;0;0.0
2025-08;20250801;1;59;330;9352;74638;24648;1146;2601;730;112715;0;0;0;0.0;0;0.0
2025-08;20250801;4;62;193;5804;30633;20431;595;1254;74;58910;147;29;625;0.0;0;0.0
2025-08;20250801;1;64;369;11119;53625;30516;762;1744;42;98135;0;0;0;0.0;0;0.0
2025-08;20250801;1;70;228;7291;46504;15811;636;1322;12;71792;362;125;752;0.0;0;0.0
2025-08;20250801;3;71;398;9210;49056;36550;883;3855;272;99952;273;86;1010;0.0;0;0.0
2025-07;20250701;3;32;223;9569;29902;38317;643;87;0;78741;0;0;0;0.0;0;0.0
2025-07;20250701;2;42;540;9414;51048;20787;946;2944;433;85679;500;201;1358;0.0;0;0.0
2025-07;20250701;3;43;449;9297;37478;23398;843;2272;239;73737;646;294;1311;0.0;0;0.0
2025-07;20250701;1;46;547;9887;57279;42546;602;4736;680;115597;861;413;1694;0.0;0;0.0
2025-07;20250701;1;50;359;14363;68749;17825;763;159;141;102218;617;278;1184;0.0;0;0.0
2025-07;20250701;1;57;692;13507;53826;21072;3756;0;50631;92853;0;0;0;0.0;0;0.0
2025-07;20250701;1;64;327;9557;45797;25964;655;1450;21;83750;0;0;0;0.0;0;0.0
2025-07;20250701;4;66;170;6833;34909;22738;800;656;184;66106;0;0;0;0.0;0;0.0
2025-07;20250701;3;36;250;8099;33555;21378;959;2554;3347;66795;382;180;1045;0.0;0;0.0
2025-07;20250701;2;48;858;21107;81340;32995;1300;4038;1612;141638;1434;763;3778;0.0;0;0.0
2025-07;20250701;3;52;145;5261;26653;17259;686;122;8321;50126;438;197;651;0.0;0;0.0
2025-07;20250701;1;55;360;7621;43906;16210;1239;1505;9931;70841;1143;625;2183;0.0;0;0.0
2025-07;20250701;1;58;309;11559;80274;33387;705;4023;7;130257;577;287;1620;0.0;0;0.0
2025-07;20250701;3;65;179;6375;38446;31916;1102;2434;513;80452;284;152;847;0.0;0;0.0
2025-07;20250701;1;72;197;5050;40742;8980;482;2384;226;57835;0;0;0;0.0;0;0.0
2025-07;20250701;3;74;269;10345;43787;25709;1072;1106;2560;82288;257;101;884;0.0;0;0.0
2025-07;20250701;1;75;570;16737;57043;22846;665;9298;18020;107159;689;271;1460;0.0;0;0.0
2025-07;20250701;2;35;79;2767;18908;15978;778;1017;38;39527;141;56;550;0.0;0;0.0
2025-07;20250701;2;37;69;2934;25167;9953;139;1355;82;39617;164;107;602;0.0;0;0.0
2025-07;20250701;3;44;409;14562;40444;66054;2066;2467;2780;126002;739;363;1545;0.0;0;0.0
2025-07;20250701;3;51;206;6075;32255;29547;1680;2275;5294;72038;959;485;1855;0.0;0;0.0
2025-07;20250701;3;54;550;13180;49038;38221;1826;1572;1883;104387;1109;701;2316;0.0;0;0.0
2025-07;20250701;1;59;295;8189;65497;21580;1021;2278;646;98860;0;0;0;0.0;0;0.0
2025-07;20250701;5;61;645;27321;99183;76372;3086;7026;3596;213633;738;460;2294;0.0;0;0.0
2025-07;20250701;4;62;173;5066;26407;17887;523;1040;62;51096;146;29;626;0.0;0;0.0
2025-07;20250701;2;67;95;3124;22385;11014;95;595;92;37308;176;78;386;0.0;0;0.0
2025-07;20250701;3;71;349;8087;42583;31820;756;3258;231;86853;272;87;1008;0.0;0;0.0
2025-07;20250701;3;39;236;8914;32580;13456;666;4113;116;59965;294;82;878;0.0;0;0.0
2025-07;20250701;2;41;370;12839;60876;14058;1339;4761;223;94243;538;255;1166;0.0;0;0.0
2025-07;20250701;2;49;353;11387;47036;29394;2570;695;8686;91435;0;0;0;0.0;0;0.0
2025-07;20250701;4;60;201;8496;23020;22064;1129;1962;196;56872;334;107;877;0.0;0;0.0
2025-07;20250701;2;38;183;5415;30309;19547;1011;933;78;57398;0;0;0;0.0;0;0.0
2025-07;20250701;1;40;181;3558;18524;14677;598;1;156;37539;251;88;491;0.0;0;0.0
2025-07;20250701;1;45;77;2894;15606;15569;625;394;10;35165;193;75;430;0.0;0;0.0
2025-07;20250701;1;53;155;7585;26749;8211;1010;536;5337;44246;0;0;0;0.0;0;0.0
2025-07;20250701;3;56;531;9703;73588;41469;3391;2474;1589;131156;1448;720;3075;0.0;0;0.0
2025-07;20250701;1;63;112;6111;34822;30608;826;6674;423;79153;560;242;1295;0.0;0;0.0
2025-07;20250701;3;68;182;5340;31593;16707;571;4101;133;58494;287;122;606;0.0;0;0.0
2025-07;20250701;4;69;133;4231;23221;23086;1040;1617;0;53328;0;0;0;0.0;0;0.0
2025-07;20250701;1;70;198;6410;40953;13967;557;1177;12;63262;359;127;753;0.0;0;0.0
2025-06;20250601;3;36;214;7050;28570;18416;812;2173;2662;57235;370;197;1049;0.0;0;0.0
2025-06;20250601;2;42;478;8073;43494;17839;803;2414;356;73101;467;217;1356;0.0;0;0.0
2025-06;20250601;3;43;387;8071;32117;20026;706;1939;202;63246;632;306;1311;0.0;0;0.0
2025-06;20250601;2;49;305;9763;40004;25215;2138;692;7364;78117;0;0;0;0.0;0;0.0
2025-06;20250601;1;53;130;6524;22885;6815;823;462;4473;37639;0;0;0;0.0;0;0.0
2025-06;20250601;1;59;255;7019;55987;18574;870;1931;524;84636;0;0;0;0.0;0;0.0
2025-06;20250601;4;62;161;4336;22417;15288;442;878;53;43522;146;29;622;0.0;0;0.0
2025-06;20250601;3;32;191;8346;25631;33216;568;74;0;68026;0;0;0;0.0;0;0.0
2025-06;20250601;2;38;158;4650;25724;16915;821;804;63;49072;0;0;0;0.0;0;0.0
2025-06;20250601;3;39;211;7770;27624;11899;551;3539;103;51594;297;83;877;0.0;0;0.0
2025-06;20250601;2;48;748;18312;69649;27923;1111;3482;1612;121225;1419;810;3765;0.0;0;0.0
2025-06;20250601;1;50;308;12265;58481;15671;660;145;119;87530;597;300;1182;0.0;0;0.0
2025-06;20250601;1;57;592;11464;45549;17803;3158;0;44047;78566;0;0;0;0.0;0;0.0
2025-06;20250601;4;69;113;3598;19714;19493;876;1370;0;45164;0;0;0;0.0;0;0.0
2025-06;20250601;3;71;302;7009;36147;27377;661;2769;199;74265;262;97;1013;0.0;0;0.0
2025-06;20250601;1;75;494;14273;48441;19395;555;7926;15170;91084;672;293;1449;0.0;0;0.0
2025-06;20250601;1;40;156;3041;15712;12607;493;1;136;32010;243;94;486;0.0;0;0.0
2025-06;20250601;1;46;460;8211;47536;35409;508;3937;569;96061;845;430;1685;0.0;0;0.0
2025-06;20250601;3;52;118;4569;22823;15003;583;97;7033;43193;424;209;657;0.0;0;0.0
2025-06;20250601;3;54;451;11371;41961;32538;1514;1347;1568;89182;1078;748;2321;0.0;0;0.0
2025-06;20250601;1;55;323;6533;37097;13824;1052;1290;8442;60119;1121;668;2192;0.0;0;0.0
2025-06;20250601;3;56;450;8374;63042;35625;2858;2124;1271;112473;1438;743;3076;0.0;0;0.0
2025-06;20250601;1;58;266;9914;68087;28431;591;3474;6;110763;559;303;1618;0.0;0;0.0
2025-06;20250601;1;63;90;5276;29470;25832;686;5646;370;67000;554;249;1284;0.0;0;0.0
2025-06;20250601;2;67;82;2625;18718;9362;78;502;78;31367;170;85;383;0.0;0;0.0
2025-06;20250601;2;35;64;2363;16060;13669;683;866;37;33705;137;60;547;0.0;0;0.0
2025-06;20250601;2;37;55;2492;21439;8587;121;1151;79;33845;161;108;602;0.0;0;0.0
2025-06;20250601;3;44;351;12628;34226;57015;1753;2087;2722;108060;710;388;1543;0.0;0;0.0
2025-06;20250601;3;51;173;5335;27664;25310;1431;1937;4469;61850;938;504;1862;0.0;0;0.0
2025-06;20250601;4;60;175;7272;19644;19131;979;1609;173;48810;331;114;879;0.0;0;0.0
2025-06;20250601;5;61;585;23449;82396;65137;2515;6062;2111;180144;727;474;2287;0.0;0;0.0
2025-06;20250601;1;64;279;8129;38476;21872;557;1199;18;70512;0;0;0;0.0;0;0.0
2025-06;20250601;4;66;135;5883;29793;19844;693;533;167;56881;0;0;0;0.0;0;0.0
2025-06;20250601;1;70;159;5506;34733;11964;480;1014;12;53856;350;134;748;0.0;0;0.0
2025-06;20250601;3;74;233;8827;37360;22163;906;933;2165;70422;243;111;881;0.0;0;0.0
2025-06;20250601;2;41;321;11023;51964;12105;1139;4050;185;80602;530;268;1159;0.0;0;0.0
2025-06;20250601;1;45;69;2492;13343;13064;506;352;10;29826;182;81;417;0.0;0;0.0
2025-06;20250601;3;65;158;5542;32724;27493;909;2033;431;68859;270;159;847;0.0;0;0.0
2025-06;20250601;3;68;159;4638;27434;14994;496;3548;85;51269;284;127;611;0.0;0;0.0
2025-06;20250601;1;72;175;4288;34920;7649;410;2021;169;49463;0;0;0;0.0;0;0.0
2025-05;20250501;1;40;132;2549;13083;10634;387;1;105;26786;241;94;479;0.0;0;0.0
2025-05;20250501;1;55;279;5521;30648;11355;872;1100;7081;49775;1119;685;2190;0.0;0;0.0
2025-05;20250501;1;59;206;5902;46697;15577;727;1576;416;70685;0;0;0;0.0;0;0.0
2025-05;20250501;5;61;485;19518;67964;53877;2072;5003;1752;148919;730;481;2297;0.0;0;0.0
2025-05;20250501;1;64;237;6724;31837;18122;460;980;15;58360;0;0;0;0.0;0;0.0
2025-05;20250501;2;67;72;2240;15410;7816;64;420;63;26022;171;85;374;0.0;0;0.0
2025-05;20250501;2;42;404;6767;36036;14956;691;1958;294;60812;465;227;1337;0.0;0;0.0
2025-05;20250501;3;44;303;10937;29297;49035;1466;1779;848;92817;707;399;1544;0.0;0;0.0
2025-05;20250501;3;51;145;4577;23197;21150;1205;1650;3815;51924;908;533;1863;0.0;0;0.0
2025-05;20250501;3;52;97;3836;18996;12733;512;75;5698;36249;421;216;648;0.0;0;0.0
2025-05;20250501;1;53;104;5493;18960;5559;643;382;3675;31141;0;0;0;0.0;0;0.0
2025-05;20250501;1;58;224;8364;56518;23768;512;2853;3;92239;560;310;1614;0.0;0;0.0
2025-05;20250501;1;63;73;4474;24500;21353;547;4702;325;55649;535;261;1276;0.0;0;0.0
2025-05;20250501;3;74;199;7462;31183;18677;727;789;1827;59037;243;112;879;0.0;0;0.0
2025-05;20250501;1;75;415;11924;40084;16079;468;6510;12476;75480;673;298;1449;0.0;0;0.0
2025-05;20250501;2;37;45;2093;17705;7378;100;971;72;28292;163;114;600;0.0;0;0.0
2025-05;20250501;2;38;140;3981;21508;14243;690;671;58;41233;0;0;0;0.0;0;0.0
2025-05;20250501;3;39;179;6492;22953;10386;446;2990;86;43446;300;83;878;0.0;0;0.0
2025-05;20250501;1;46;385;6919;39571;29307;411;3254;459;79847;834;446;1689;0.0;0;0.0
2025-05;20250501;3;56;384;7087;52842;29633;2422;1715;970;94083;1435;755;3093;0.0;0;0.0
2025-05;20250501;3;68;144;3948;23018;13350;420;3033;10;43913;282;130;613;0.0;0;0.0
2025-05;20250501;4;69;94;2994;16397;16177;726;1138;0;37526;0;0;0;0.0;0;0.0
2025-05;20250501;1;72;155;3582;29327;6383;342;1662;142;41451;0;0;0;0.0;0;0.0
2025-05;20250501;2;35;50;1968;13331;11493;604;741;28;28187;138;60;540;0.0;0;0.0
2025-05;20250501;2;41;279;9320;43240;10189;960;3310;150;67298;531;269;1152;0.0;0;0.0
2025-05;20250501;3;43;322;6867;26944;16784;585;1651;156;53153;621;324;1312;0.0;0;0.0
2025-05;20250501;1;45;63;2101;11148;10790;387;287;9;24776;181;81;417;0.0;0;0.0
2025-05;20250501;2;48;616;15463;58025;23035;961;2925;1535;101025;1388;849;3769;0.0;0;0.0
2025-05;20250501;1;50;271;10336;48587;13479;558;130;97;73361;598;303;1180;0.0;0;0.0
2025-05;20250501;4;66;111;4919;24547;16802;596;448;148;47423;0;0;0;0.0;0;0.0
2025-05;20250501;3;32;157;7193;21250;28186;471;65;0;57322;0;0;0;0.0;0;0.0
2025-05;20250501;3;36;176;5994;23836;15483;694;1806;2076;47989;369;205;1046;0.0;0;0.0
2025-05;20250501;2;49;246;8116;33194;20810;1731;689;6057;64786;0;0;0;0.0;0;0.0
2025-05;20250501;3;54;365;9621;34986;26694;1249;1114;1270;74029;1075;756;2319;0.0;0;0.0
2025-05;20250501;1;57;496;9533;37795;14704;2644;0;37074;65172;0;0;0;0.0;0;0.0
2025-05;20250501;4;60;146;6092;16177;16174;810;1289;142;40688;329;121;879;0.0;0;0.0
2025-05;20250501;4;62;133;3578;18504;12803;362;794;47;36174;151;30;622;0.0;0;0.0
2025-05;20250501;3;65;135;4745;27125;22959;722;1668;359;57354;270;163;848;0.0;0;0.0
2025-05;20250501;1;70;134;4664;28793;9927;398;842;0;44758;351;136;748;0.0;0;0.0
2025-05;20250501;3;71;248;5973;29735;22935;561;2285;174;61737;265;101;1003;0.0;0;0.0
2025-04;20250401;3;39;148;5188;17944;8716;352;2324;72;34672;287;101;874;0.0;0;0.0
2025-04;20250401;1;45;54;1714;8984;8435;292;224;5;19703;180;81;416;0.0;0;0.0
2025-04;20250401;2;48;499;12497;45892;18158;755;2273;1494;80074;1394;870;3773;0.0;0;0.0
2025-04;20250401;3;52;85;2985;15003;9975;411;57;4445;28516;423;220;650;0.0;0;0.0
2025-04;20250401;4;60;115;4927;12679;12677;620;956;116;31974;333;127;879;0.0;0;0.0
2025-04;20250401;4;62;107;2849;14731;10149;281;732;42;28849;151;35;619;0.0;0;0.0
2025-04;20250401;3;65;111;3867;21445;18672;551;1334;285;45980;270;165;849;0.0;0;0.0
2025-04;20250401;2;67;63;1806;12180;6263;43;335;48;20690;172;89;372;0.0;0;0.0
2025-04;20250401;1;75;340;9468;31638;12774;370;5087;9984;59677;675;298;1442;0.0;0;0.0
2025-04;20250401;2;41;238;7422;34278;8145;736;2660;109;53479;533;272;1146;0.0;0;0.0
2025-04;20250401;1;50;212;8283;38743;11060;443;92;68;58833;600;304;1179;0.0;0;0.0
2025-04;20250401;1;53;83;4405;15183;4264;437;303;2863;24675;0;0;0;0.0;0;0.0
2025-04;20250401;4;69;74;2383;13038;12819;574;904;0;29792;0;0;0;0.0;0;0.0
2025-04;20250401;3;32;109;5807;16690;22702;367;55;0;45730;0;0;0;0.0;0;0.0
2025-04;20250401;2;35;44;1581;10448;9118;479;596;21;22266;138;61;537;0.0;0;0.0
2025-04;20250401;2;42;322;5446;28603;12030;533;1493;228;48427;465;235;1322;0.0;0;0.0
2025-04;20250401;3;44;249;8790;22987;39429;1191;1397;591;74043;711;406;1543;0.0;0;0.0
2025-04;20250401;2;49;198;6480;26257;16708;1324;685;4773;51652;0;0;0;0.0;0;0.0
2025-04;20250401;1;57;395;7546;29841;11491;2088;0;29547;51361;0;0;0;0.0;0;0.0
2025-04;20250401;3;56;294;5711;41659;23491;1925;1342;651;74422;1440;766;3100;0.0;0;0.0
2025-04;20250401;3;71;197;4822;23475;18536;472;1787;134;49289;263;102;1003;0.0;0;0.0
2025-04;20250401;1;72;126;2876;23542;5138;278;1323;115;33283;0;0;0;0.0;0;0.0
2025-04;20250401;2;37;31;1658;13995;6005;75;811;65;22575;163;115;593;0.0;0;0.0
2025-04;20250401;2;38;111;3244;17341;11511;550;513;53;33270;0;0;0;0.0;0;0.0
